OverallQual,GarageCars,TotalBsmtSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,SalePrice
8.0,2.0,1884.0,2.0,7.0,2007.0,2007.0,295209.32
8.0,3.0,1964.0,2.0,7.0,2005.0,2006.0,371192.44
7.0,4.0,1344.0,2.0,8.0,1997.0,1998.0,231982.19
5.0,0.0,1092.0,1.0,5.0,2007.0,2008.0,112342.75
6.0,2.0,1189.0,2.0,4.0,1997.0,1997.0,166435.1666666667
4.0,3.0,1200.0,1.0,6.0,1964.0,1964.0,151221.62
5.0,2.0,1040.0,1.0,6.0,1975.0,1975.0,136494.0
5.0,1.0,550.0,2.0,6.0,1976.0,1976.0,118115.0
4.0,1.0,526.0,1.0,5.0,1973.0,2006.0,93194.83333333331
4.0,1.0,462.0,1.0,4.0,1973.0,1973.0,81641.20238095238
5.0,1.0,1113.0,1.0,6.0,1968.0,1968.0,143126.5
6.0,0.0,546.0,2.0,6.0,1970.0,2007.0,141762.42
5.0,1.0,816.0,1.0,4.0,1983.0,1983.0,126315.5
5.0,1.0,845.0,1.0,6.0,1982.0,2005.0,133854.84666666668
5.0,2.0,864.0,1.0,6.0,1984.0,1984.0,134283.64
5.0,1.0,686.0,2.0,7.0,1900.0,1950.0,120191.85
6.0,2.0,1587.0,2.0,7.0,1971.0,1971.0,206144.0
6.0,2.0,384.0,2.0,7.0,1997.0,1997.0,182584.68
6.0,2.0,392.0,2.0,7.0,1994.0,1994.0,178045.68
6.0,2.0,923.0,2.0,7.0,1999.0,2000.0,194859.0
7.0,2.0,691.0,2.0,6.0,1996.0,1996.0,178241.0
6.0,2.0,938.0,3.0,7.0,1999.0,2003.0,197054.0
7.0,2.0,1168.0,2.0,6.0,1992.0,1993.0,197045.3
6.0,2.0,903.0,2.0,7.0,1993.0,1994.0,190984.1133333333
6.0,2.0,1302.0,1.0,6.0,1964.0,1964.0,152581.0
8.0,2.0,1166.0,2.0,5.0,1988.0,1988.0,191387.0
8.0,2.0,1312.0,1.0,4.0,1990.0,1990.0,210333.42
8.0,3.0,1149.0,3.0,10.0,2005.0,2005.0,344994.19
9.0,3.0,2660.0,2.0,8.0,2006.0,2007.0,421326.99
5.0,3.0,1100.0,1.0,7.0,1969.0,1990.0,156050.33333333334
9.0,2.0,1612.0,2.0,6.0,2006.0,2006.0,295685.0
8.0,2.0,2220.0,1.0,7.0,2006.0,2006.0,304654.72
10.0,3.0,1742.0,2.0,8.0,2006.0,2007.0,361837.38
6.0,2.0,1284.0,2.0,5.0,1984.0,1984.0,168710.5
7.0,2.0,725.0,2.0,6.0,1981.0,2003.0,177291.0
7.0,2.0,1529.0,2.0,7.0,1978.0,1985.0,246971.0
7.0,2.0,780.0,2.0,9.0,1979.0,1979.0,218449.25
6.0,2.0,1153.0,2.0,6.0,1984.0,1984.0,165475.0
6.0,2.0,1259.0,2.0,5.0,1979.0,1999.0,176044.32
6.0,2.0,1625.0,2.0,6.0,1971.0,1971.0,201728.5
7.0,2.0,1228.0,2.0,5.0,1976.0,1976.0,154364.0
6.0,2.0,1084.0,2.0,8.0,1974.0,1974.0,190835.9
5.0,2.0,925.0,1.0,7.0,1970.0,1990.0,142089.5
5.0,1.0,914.0,1.0,5.0,1970.0,2002.0,129905.0
4.0,1.0,914.0,1.0,4.0,1961.0,1961.0,116572.46
6.0,2.0,1337.0,2.0,5.0,2001.0,2001.0,180551.24
6.0,2.0,1405.0,2.0,5.0,1997.0,1998.0,180389.82
6.0,1.0,525.0,1.0,6.0,1973.0,1973.0,101551.66666666669
6.0,1.0,672.0,1.0,7.0,1973.0,1973.0,127294.04
7.0,1.0,1061.0,2.0,4.0,1978.0,1978.0,151982.3333333333
5.0,1.0,988.0,1.0,5.0,1966.0,1966.0,129097.66666666666
9.0,3.0,1790.0,2.0,7.0,2006.0,2007.0,287007.83
8.0,3.0,1694.0,2.0,7.0,2006.0,2007.0,271279.28
8.0,3.0,2108.0,2.0,7.0,2007.0,2007.0,385367.71
9.0,3.0,1934.0,2.0,8.0,2007.0,2007.0,354675.74
8.0,3.0,1108.0,2.0,11.0,2006.0,2007.0,333720.65
10.0,3.0,1994.0,2.0,7.0,2005.0,2006.0,418233.94
9.0,3.0,2552.0,2.0,8.0,2007.0,2007.0,430056.8
9.0,3.0,1704.0,2.0,9.0,2005.0,2006.0,340031.28
10.0,3.0,2320.0,2.0,7.0,2007.0,2007.0,432756.98
8.0,2.0,1582.0,2.0,7.0,2007.0,2008.0,275982.9
8.0,3.0,918.0,2.0,8.0,2007.0,2007.0,258357.37
9.0,3.0,1802.0,2.0,7.0,2006.0,2006.0,285914.28
8.0,3.0,1706.0,2.0,11.0,2004.0,2004.0,377904.71
8.0,3.0,1317.0,2.0,7.0,2003.0,2003.0,270170.95
8.0,3.0,895.0,2.0,8.0,2007.0,2007.0,259596.24
7.0,3.0,1614.0,2.0,7.0,2005.0,2006.0,238100.15
8.0,2.0,1721.0,2.0,7.0,2005.0,2005.0,274145.15
8.0,3.0,1298.0,2.0,7.0,2006.0,2007.0,270202.55
6.0,2.0,1302.0,1.0,5.0,2005.0,2006.0,178837.0
6.0,2.0,1302.0,1.0,5.0,2005.0,2006.0,178837.0
6.0,2.0,1362.0,2.0,6.0,2005.0,2006.0,192673.88
8.0,2.0,1554.0,2.0,6.0,2006.0,2006.0,260749.0
9.0,2.0,1577.0,2.0,6.0,2005.0,2005.0,282943.0
8.0,2.0,1324.0,2.0,6.0,2006.0,2006.0,239175.565
7.0,2.0,1405.0,2.0,6.0,2003.0,2003.0,178079.8
6.0,2.0,768.0,3.0,7.0,2007.0,2007.0,178114.13
6.0,2.0,768.0,2.0,6.0,2005.0,2006.0,174385.1
7.0,2.0,608.0,2.0,6.0,2006.0,2007.0,166978.84666666665
6.0,2.0,738.0,2.0,7.0,2006.0,2006.0,169439.25
6.0,3.0,698.0,2.0,6.0,2006.0,2007.0,173956.47
6.0,2.0,1326.0,2.0,6.0,2005.0,2005.0,188761.8
6.0,2.0,752.0,2.0,6.0,2007.0,2007.0,174401.33
7.0,2.0,728.0,2.0,7.0,2007.0,2007.0,186356.65
7.0,2.0,1246.0,2.0,6.0,2007.0,2007.0,193150.19
8.0,3.0,1406.0,2.0,7.0,2003.0,2003.0,269244.89
7.0,2.0,1266.0,2.0,6.0,2007.0,2007.0,194143.44
7.0,2.0,835.0,2.0,5.0,2004.0,2005.0,191141.75
7.0,2.0,384.0,2.0,8.0,2004.0,2004.0,169210.38333333336
7.0,2.0,1510.0,2.0,6.0,2006.0,2006.0,216618.73
7.0,2.0,384.0,2.0,7.0,2003.0,2003.0,172006.97333333336
7.0,2.0,847.0,2.0,8.0,2003.0,2003.0,216079.0
7.0,2.0,854.0,2.0,8.0,2002.0,2002.0,211832.0
6.0,2.0,915.0,2.0,7.0,2000.0,2000.0,194168.0
6.0,2.0,941.0,2.0,7.0,1999.0,2000.0,190579.0
8.0,3.0,1779.0,2.0,8.0,1997.0,1998.0,307092.37
9.0,3.0,1408.0,2.0,9.0,1998.0,1998.0,325068.84
8.0,3.0,1389.0,2.0,9.0,1998.0,1999.0,316119.29
7.0,3.0,1066.0,2.0,8.0,1998.0,1998.0,260167.89
8.0,2.0,1105.0,2.0,9.0,1992.0,1993.0,266017.67
8.0,3.0,1325.0,2.0,8.0,1996.0,1997.0,319780.0
7.0,2.0,1369.0,2.0,5.0,2007.0,2007.0,195506.97785714283
8.0,3.0,1542.0,2.0,6.0,2007.0,2007.0,257959.0
8.0,2.0,1524.0,2.0,7.0,2006.0,2006.0,260715.52
10.0,3.0,1966.0,2.0,6.0,2007.0,2007.0,393502.3
7.0,2.0,1528.0,3.0,6.0,2007.0,2007.0,239903.36
8.0,2.0,1538.0,2.0,7.0,2005.0,2005.0,262219.13
7.0,2.0,1494.0,2.0,7.0,2005.0,2006.0,219049.64
7.0,3.0,982.0,2.0,7.0,2006.0,2006.0,221561.19
8.0,3.0,1302.0,2.0,7.0,2006.0,2006.0,265476.03
8.0,2.0,1338.0,2.0,6.0,2007.0,2007.0,237193.01
7.0,2.0,1335.0,2.0,6.0,2006.0,2007.0,193139.75916666666
8.0,2.0,896.0,2.0,8.0,2007.0,2007.0,225328.91
5.0,2.0,725.0,3.0,8.0,2007.0,2007.0,173194.34
8.0,3.0,955.0,2.0,8.0,2007.0,2007.0,261363.86
8.0,2.0,1574.0,2.0,6.0,2007.0,2007.0,265079.18
8.0,3.0,1685.0,2.0,5.0,2006.0,2006.0,270425.47
6.0,3.0,1158.0,2.0,9.0,2004.0,2004.0,214349.42
6.0,0.0,1100.0,1.0,6.0,2006.0,2007.0,129813.0
7.0,0.0,1143.0,1.0,5.0,2006.0,2006.0,200694.58
5.0,2.0,1094.0,1.0,6.0,2003.0,2004.0,153898.4
7.0,2.0,1461.0,2.0,7.0,2006.0,2006.0,212201.69
6.0,2.0,864.0,2.0,7.0,1993.0,1997.0,195459.0
6.0,1.0,630.0,1.0,5.0,1980.0,1980.0,118813.66666666669
5.0,1.0,894.0,1.0,5.0,1977.0,1977.0,128250.0
5.0,2.0,1040.0,1.0,5.0,1968.0,1968.0,141986.0
7.0,2.0,1223.0,2.0,7.0,1990.0,1990.0,227035.0
5.0,2.0,1037.0,1.0,5.0,1974.0,1974.0,138070.5
6.0,2.0,1044.0,1.0,5.0,1973.0,2006.0,171241.0
8.0,2.0,1378.0,2.0,6.0,2004.0,2004.0,222935.8
8.0,2.0,1141.0,2.0,5.0,2006.0,2007.0,208361.56
8.0,2.0,1511.0,2.0,5.0,2006.0,2007.0,261291.88
7.0,2.0,1352.0,2.0,5.0,2006.0,2007.0,202195.5175
8.0,2.0,1550.0,2.0,5.0,2006.0,2007.0,257589.0
6.0,2.0,744.0,2.0,6.0,1999.0,1999.0,177933.0
6.0,2.0,756.0,2.0,4.0,2000.0,2000.0,173063.8266666667
7.0,2.0,1339.0,2.0,5.0,1999.0,2000.0,193054.52
8.0,2.0,1054.0,2.0,8.0,2003.0,2004.0,249728.4
8.0,2.0,1220.0,2.0,8.0,1998.0,1998.0,251672.6
8.0,2.0,1494.0,1.0,5.0,1994.0,1995.0,277463.86
7.0,2.0,2002.0,2.0,8.0,1980.0,1980.0,242896.37
8.0,2.0,2461.0,2.0,7.0,1981.0,1981.0,281996.0
6.0,2.0,912.0,1.0,7.0,1968.0,1968.0,159766.5
6.0,2.0,1008.0,2.0,8.0,1970.0,1970.0,202656.1
6.0,2.0,973.0,1.0,6.0,1969.0,1969.0,150175.0
6.0,2.0,1295.0,1.0,6.0,1968.0,1968.0,155799.59
7.0,2.0,1124.0,2.0,8.0,1972.0,1987.0,229064.2
7.0,2.0,1594.0,2.0,6.0,1993.0,1993.0,230019.5
7.0,2.0,1148.0,2.0,8.0,1993.0,1993.0,241830.0
6.0,2.0,1093.0,2.0,6.0,1966.0,1966.0,167750.3
6.0,1.0,1052.0,1.0,6.0,1963.0,1963.0,140891.0
5.0,1.0,949.0,1.0,5.0,1967.0,1993.0,130528.1
4.0,3.0,0.0,2.0,8.0,1964.0,1964.0,125204.44
5.0,2.0,894.0,1.0,6.0,1956.0,1956.0,126124.46
5.0,2.0,864.0,1.0,6.0,1961.0,1961.0,122958.29333333333
5.0,2.0,964.0,1.0,5.0,1961.0,1961.0,128214.56
5.0,1.0,894.0,1.0,5.0,1960.0,1960.0,112562.73333333334
7.0,2.0,1174.0,2.0,6.0,1966.0,1966.0,173250.0
6.0,2.0,1042.0,2.0,5.0,1965.0,1965.0,156087.28333333333
6.0,2.0,845.0,2.0,8.0,1964.0,1997.0,207627.3
6.0,1.0,1130.0,1.0,7.0,1964.0,1964.0,156078.5
6.0,2.0,1592.0,1.0,6.0,1959.0,1991.0,200839.86
5.0,2.0,822.0,1.0,4.0,1940.0,1996.0,124829.42
3.0,0.0,666.0,1.0,4.0,1946.0,1950.0,81743.0
3.0,0.0,370.0,1.0,4.0,1945.0,1950.0,65611.0
5.0,1.0,808.0,1.0,5.0,1958.0,2000.0,126036.5
5.0,1.0,1078.0,1.0,6.0,1955.0,1955.0,134466.5
5.0,3.0,1560.0,2.0,8.0,1968.0,1968.0,143075.0
5.0,2.0,793.0,2.0,6.0,1966.0,1966.0,144587.7
6.0,2.0,1218.0,1.0,6.0,1961.0,1961.0,161390.5
6.0,1.0,936.0,1.0,4.0,1957.0,1999.0,140612.0
5.0,1.0,1008.0,1.0,6.0,1956.0,1956.0,129496.0
5.0,2.0,1053.0,1.0,6.0,1963.0,1963.0,141446.5
5.0,1.0,1144.0,1.0,6.0,1960.0,1960.0,141224.0
6.0,2.0,1331.0,1.0,8.0,1957.0,1969.0,165301.5
5.0,1.0,922.0,1.0,5.0,1957.0,1957.0,117404.66
5.0,1.0,1204.0,1.0,7.0,1955.0,1975.0,146703.0
5.0,1.0,1216.0,1.0,5.0,1955.0,1955.0,142480.0
5.0,1.0,864.0,1.0,6.0,1953.0,2006.0,133186.68
5.0,2.0,1560.0,2.0,8.0,1958.0,1958.0,133787.5
6.0,2.0,948.0,1.0,5.0,1952.0,1952.0,136960.0
6.0,1.0,1040.0,1.0,6.0,1953.0,1953.0,131344.0
5.0,1.0,925.0,1.0,5.0,1956.0,2003.0,129185.5
4.0,1.0,1190.0,1.0,7.0,1955.0,1955.0,143560.93
5.0,1.0,923.0,1.0,5.0,1955.0,1955.0,117868.16
4.0,1.0,1105.0,1.0,6.0,1953.0,1953.0,136573.25
5.0,1.0,924.0,1.0,6.0,1952.0,1952.0,129699.08
4.0,0.0,925.0,2.0,7.0,1890.0,2006.0,109259.25
5.0,1.0,1216.0,1.0,7.0,1953.0,2004.0,150175.25
5.0,3.0,666.0,3.0,9.0,1935.0,2007.0,158849.14
4.0,2.0,1151.0,2.0,6.0,1925.0,1993.0,135877.0
5.0,0.0,736.0,1.0,6.0,1895.0,1999.0,119418.83
7.0,1.0,725.0,2.0,6.0,1963.0,1999.0,171237.0
5.0,1.0,920.0,1.0,5.0,1961.0,1961.0,120650.0
6.0,1.0,952.0,1.0,5.0,1968.0,1968.0,129940.5
5.0,1.0,864.0,1.0,6.0,1950.0,1950.0,132247.0
5.0,1.0,1040.0,1.0,6.0,1959.0,2003.0,138783.0
5.0,1.0,1170.0,1.0,6.0,1958.0,1958.0,139752.0
5.0,1.0,1242.0,1.0,6.0,1960.0,1960.0,147887.0
5.0,1.0,1377.0,1.0,6.0,1960.0,1960.0,152889.5
5.0,1.0,0.0,1.0,7.0,1961.0,1961.0,110716.0
5.0,1.0,864.0,1.0,5.0,1962.0,1962.0,115264.66666666669
5.0,1.0,896.0,1.0,6.0,1962.0,1962.0,124914.08
5.0,2.0,850.0,1.0,5.0,1926.0,1980.0,125148.92
6.0,2.0,845.0,1.0,6.0,1927.0,1950.0,130965.0
5.0,1.0,1022.0,1.0,4.0,1922.0,1950.0,111290.25
5.0,1.0,967.0,1.0,5.0,1920.0,1990.0,117242.63
5.0,2.0,808.0,1.0,5.0,1940.0,1950.0,119820.71
5.0,2.0,680.0,1.0,6.0,1900.0,2006.0,127233.54
4.0,1.0,570.0,1.0,6.0,1900.0,1950.0,79969.16666666667
4.0,2.0,1075.0,2.0,7.0,1900.0,1950.0,107539.71
8.0,2.0,725.0,2.0,7.0,1910.0,1999.0,172816.0
6.0,1.0,728.0,1.0,9.0,1927.0,1950.0,150150.13
5.0,2.0,616.0,1.0,6.0,1910.0,1950.0,113822.87
6.0,2.0,926.0,2.0,6.0,1910.0,1990.0,183828.56666666665
5.0,1.0,687.0,1.0,6.0,1930.0,2005.0,133651.69
7.0,2.0,819.0,2.0,8.0,1879.0,1987.0,183945.5
4.0,1.0,0.0,1.0,5.0,1956.0,1956.0,87496.66666666669
4.0,1.0,0.0,2.0,6.0,1949.0,2002.0,92872.83333333331
5.0,1.0,756.0,1.0,6.0,1925.0,1994.0,128566.86
5.0,1.0,910.0,1.0,6.0,1950.0,1950.0,143814.08
5.0,1.0,728.0,2.0,6.0,1939.0,1998.0,142425.34
6.0,1.0,600.0,1.0,6.0,1939.0,1950.0,125035.37333333334
5.0,1.0,884.0,1.0,5.0,1939.0,1950.0,114846.5
6.0,2.0,861.0,1.0,6.0,1938.0,1950.0,137381.0
5.0,1.0,672.0,1.0,7.0,1939.0,1952.0,121977.0
5.0,1.0,966.0,1.0,6.0,1930.0,1992.0,125291.61
5.0,2.0,756.0,1.0,6.0,1926.0,1950.0,122147.71
6.0,1.0,1100.0,2.0,8.0,1918.0,1995.0,171799.65
6.0,2.0,768.0,1.0,7.0,1920.0,1950.0,131976.0
5.0,2.0,750.0,1.0,7.0,1926.0,1950.0,131302.42
7.0,2.0,672.0,1.0,6.0,1929.0,1990.0,153504.0
5.0,1.0,592.0,2.0,7.0,1901.0,1950.0,111449.61
5.0,1.0,969.0,1.0,6.0,1901.0,1950.0,95836.61
6.0,2.0,741.0,3.0,9.0,1963.0,1963.0,215574.2
7.0,1.0,976.0,1.0,8.0,1950.0,2005.0,223550.83
6.0,2.0,1138.0,1.0,7.0,1915.0,1950.0,141846.75
4.0,2.0,808.0,2.0,5.0,1958.0,1958.0,121721.04000000002
4.0,1.0,771.0,2.0,6.0,1910.0,1950.0,103854.74
7.0,2.0,1005.0,1.0,7.0,1937.0,1980.0,203413.79
5.0,1.0,672.0,1.0,4.0,1942.0,1979.0,112955.0
5.0,1.0,925.0,1.0,6.0,1963.0,1963.0,132356.0
5.0,2.0,1420.0,1.0,6.0,1964.0,1980.0,166500.0
4.0,2.0,1005.0,1.0,5.0,1964.0,1964.0,130426.04333333332
5.0,2.0,980.0,2.0,5.0,1964.0,2001.0,154792.2666666667
5.0,1.0,1040.0,1.0,6.0,1966.0,1966.0,131201.5
5.0,2.0,768.0,1.0,6.0,1971.0,1990.0,133554.6
5.0,1.0,876.0,1.0,5.0,1968.0,1968.0,113504.5
5.0,2.0,943.0,1.0,5.0,1967.0,1967.0,129458.9
5.0,1.0,912.0,1.0,6.0,1966.0,1966.0,120290.5
5.0,1.0,1240.0,1.0,6.0,1956.0,1998.0,153763.0
5.0,2.0,671.0,3.0,11.0,1920.0,1996.0,164463.06
7.0,1.0,680.0,1.0,6.0,1940.0,1998.0,156726.0
6.0,2.0,967.0,1.0,6.0,1954.0,1995.0,156690.5
5.0,1.0,1158.0,1.0,6.0,1958.0,1998.0,150374.0
4.0,2.0,0.0,1.0,5.0,1945.0,1950.0,95547.71
6.0,2.0,1190.0,2.0,7.0,1984.0,1984.0,175221.3333333333
5.0,2.0,409.0,2.0,6.0,1948.0,2005.0,143571.04
5.0,2.0,1073.0,2.0,6.0,1953.0,1953.0,136721.0
4.0,1.0,484.0,1.0,4.0,1946.0,1950.0,78723.16666666666
6.0,2.0,1288.0,3.0,6.0,1954.0,1994.0,198308.82
6.0,1.0,988.0,1.0,6.0,1954.0,1954.0,129772.83333333331
5.0,1.0,864.0,1.0,6.0,1958.0,1958.0,124664.57333333333
4.0,1.0,0.0,1.0,5.0,1958.0,1994.0,92555.16666666666
5.0,1.0,1038.0,2.0,5.0,1984.0,1984.0,148864.05
5.0,1.0,1342.0,1.0,7.0,1951.0,1951.0,149287.0
5.0,1.0,1080.0,1.0,7.0,1951.0,1994.0,145476.5
4.0,1.0,951.0,2.0,7.0,1920.0,1950.0,107169.71
6.0,2.0,1105.0,2.0,7.0,1984.0,1984.0,170671.91666666663
7.0,2.0,779.0,2.0,7.0,1994.0,2001.0,195835.0
8.0,3.0,1643.0,2.0,7.0,2007.0,2007.0,289742.06
8.0,3.0,2140.0,2.0,8.0,2006.0,2007.0,376777.48
8.0,3.0,1643.0,2.0,7.0,2007.0,2007.0,289742.06
7.0,3.0,1546.0,2.0,7.0,2005.0,2006.0,242824.3
8.0,2.0,1489.0,2.0,7.0,2006.0,2006.0,260437.62
7.0,2.0,1270.0,2.0,6.0,2005.0,2006.0,192573.9825
7.0,2.0,879.0,2.0,7.0,2005.0,2006.0,219457.41333333336
7.0,2.0,929.0,2.0,7.0,1988.0,1988.0,217742.0
8.0,2.0,966.0,0.0,5.0,1976.0,1976.0,183373.0
5.0,2.0,1022.0,1.0,6.0,1994.0,1994.0,149024.73333333334
6.0,2.0,635.0,2.0,6.0,1997.0,2006.0,170404.52
5.0,1.0,990.0,1.0,5.0,1994.0,1994.0,132110.3333333333
5.0,1.0,1097.0,1.0,6.0,1996.0,1996.0,146747.5
7.0,2.0,988.0,2.0,7.0,1999.0,1999.0,200900.0
7.0,2.0,853.0,2.0,7.0,1998.0,1999.0,197875.0
7.0,2.0,845.0,2.0,7.0,2001.0,2001.0,209443.0
7.0,2.0,985.0,2.0,7.0,2000.0,2000.0,201762.0
5.0,2.0,864.0,1.0,5.0,1974.0,1974.0,133830.0
5.0,2.0,1015.0,2.0,6.0,1976.0,1976.0,162758.8
5.0,2.0,995.0,2.0,6.0,1977.0,1977.0,157646.53333333333
5.0,2.0,1040.0,1.0,5.0,1977.0,1977.0,142870.5
5.0,1.0,876.0,1.0,5.0,1977.0,1977.0,128866.33333333334
5.0,2.0,864.0,1.0,5.0,1975.0,1975.0,133008.0
5.0,2.0,864.0,1.0,5.0,1972.0,2000.0,132902.6
4.0,2.0,385.0,1.0,5.0,1972.0,2006.0,110995.5
7.0,2.0,1673.0,2.0,7.0,2000.0,2000.0,226625.5
7.0,2.0,979.0,2.0,7.0,2003.0,2003.0,192924.0
7.0,2.0,860.0,2.0,7.0,2002.0,2002.0,203772.0
8.0,2.0,1556.0,2.0,7.0,1994.0,1995.0,281179.0
8.0,2.0,1531.0,2.0,7.0,2001.0,2001.0,260119.0
7.0,2.0,860.0,2.0,7.0,1996.0,2002.0,202728.0
8.0,2.0,1341.0,1.0,5.0,1999.0,2000.0,223313.76
7.0,2.0,738.0,2.0,7.0,2007.0,2007.0,189133.4
7.0,2.0,1169.0,2.0,5.0,2005.0,2005.0,187996.29333333336
6.0,2.0,1330.0,2.0,6.0,2006.0,2007.0,185377.2
7.0,2.0,738.0,2.0,7.0,2006.0,2006.0,181264.91666666663
5.0,2.0,768.0,2.0,6.0,2005.0,2005.0,172697.72
5.0,1.0,936.0,1.0,4.0,1967.0,1967.0,126575.0
4.0,2.0,1088.0,1.0,4.0,1963.0,1963.0,145254.09
5.0,2.0,901.0,1.0,7.0,1925.0,1950.0,131929.84
6.0,2.0,1179.0,1.0,5.0,1960.0,1960.0,149718.0
6.0,2.0,960.0,1.0,7.0,1976.0,1976.0,160186.5
5.0,2.0,0.0,2.0,11.0,1979.0,1979.0,138047.23
5.0,2.0,734.0,2.0,6.0,2005.0,2006.0,171163.32
10.0,3.0,5095.0,2.0,15.0,2008.0,2009.0,399873.74
6.0,2.0,547.0,1.0,5.0,2005.0,2005.0,138580.0
5.0,1.0,960.0,1.0,4.0,1959.0,2000.0,134079.0
4.0,0.0,0.0,2.0,6.0,1955.0,1955.0,84462.0
5.0,0.0,1195.0,2.0,8.0,1946.0,1950.0,133881.0
6.0,1.0,660.0,1.0,4.0,1920.0,1995.0,114956.62
4.0,1.0,768.0,1.0,4.0,1955.0,1955.0,111935.5
4.0,2.0,864.0,1.0,5.0,1955.0,1955.0,120709.14666666668
5.0,0.0,1296.0,2.0,12.0,1923.0,1950.0,134491.0
5.0,1.0,1290.0,1.0,6.0,1926.0,1950.0,121649.0
6.0,1.0,651.0,2.0,8.0,1921.0,2005.0,163028.33
7.0,1.0,531.0,1.0,5.0,1930.0,1995.0,142854.5
6.0,1.0,585.0,1.0,7.0,1921.0,1950.0,122359.74666666666
6.0,1.0,686.0,1.0,6.0,1926.0,1991.0,134608.62
7.0,2.0,851.0,2.0,8.0,1927.0,1992.0,196974.5
5.0,2.0,0.0,1.0,7.0,1951.0,1951.0,108735.0
4.0,1.0,930.0,2.0,7.0,1930.0,2003.0,122896.56
5.0,2.0,728.0,2.0,5.0,1941.0,1950.0,136627.2
6.0,2.0,1560.0,1.0,6.0,1960.0,1960.0,188277.86
6.0,2.0,1488.0,2.0,7.0,1968.0,1968.0,195417.0
6.0,2.0,516.0,1.0,5.0,1980.0,1980.0,124962.0
4.0,2.0,1680.0,2.0,7.0,1995.0,1996.0,183177.4
8.0,2.0,1004.0,1.0,4.0,1988.0,1988.0,196114.0
7.0,2.0,1696.0,2.0,7.0,1971.0,1971.0,245496.5
8.0,2.0,279.0,2.0,6.0,1986.0,1986.0,166714.0
6.0,2.0,720.0,1.0,6.0,1940.0,1950.0,134321.0
5.0,0.0,936.0,2.0,6.0,1925.0,2003.0,127448.08
5.0,1.7661179698216736,859.0,2.0,6.0,1923.0,1999.0,142288.01
5.0,1.0,816.0,1.0,5.0,1922.0,1950.0,109371.0
2.0,1.0,0.0,1.0,4.0,1939.0,1950.0,62683.0
5.0,0.0,957.0,2.0,9.0,1895.0,2006.0,125674.04
4.0,2.0,1073.0,1.0,6.0,1957.0,1980.0,153288.84
5.0,1.0,837.0,1.0,5.0,1930.0,2007.0,120605.18
8.0,2.0,1573.0,2.0,5.0,2006.0,2007.0,249784.28
6.0,2.0,1001.0,2.0,5.0,1979.0,1979.0,146050.16666666666
5.0,3.0,1441.0,2.0,6.0,2002.0,2002.0,190573.6
7.0,2.0,1409.0,1.0,4.0,2002.0,2002.0,200671.06
7.0,2.0,1454.0,2.0,6.0,1991.0,1992.0,194211.0
7.0,1.0,852.0,1.0,4.0,1975.0,1975.0,170416.3333333333
6.0,2.0,970.0,1.0,5.0,1974.0,1974.0,145686.0
7.0,2.0,1501.0,2.0,5.0,1987.0,1987.0,239163.2
6.0,2.0,585.0,2.0,7.0,1958.0,1995.0,198254.73
7.0,2.0,1689.0,2.0,7.0,2006.0,2007.0,245279.38
8.0,2.0,1546.0,2.0,6.0,2006.0,2007.0,256803.0
7.0,2.0,1265.0,2.0,6.0,1985.0,1985.0,209677.38
8.0,2.0,1267.0,2.0,5.0,2001.0,2001.0,216497.36
8.0,3.0,1922.0,2.0,6.0,2002.0,2002.0,340065.04
6.0,2.0,1491.0,2.0,7.0,1996.0,1996.0,205685.0
7.0,2.0,1122.0,3.0,10.0,2003.0,2004.0,270030.11
10.0,3.0,1824.0,2.0,8.0,2006.0,2007.0,360776.6
3.0,4.0,0.0,1.0,9.0,1953.0,1953.0,113520.28
6.0,2.0,920.0,0.0,3.0,1996.0,1997.0,138698.325
4.0,1.0,546.0,1.0,5.0,1972.0,1972.0,85194.25000000001
4.0,1.0,530.0,1.0,4.0,1970.0,1970.0,80920.98666666666
4.0,0.0,546.0,1.0,5.0,1970.0,1970.0,83202.75
4.0,1.0,546.0,1.0,6.0,1976.0,1976.0,86905.25
5.0,2.0,923.0,1.0,4.0,1977.0,1977.0,133126.0
6.0,2.0,1244.0,2.0,6.0,1977.0,1977.0,169335.32
5.0,2.0,1160.0,1.0,6.0,1977.0,1994.0,161092.0
5.0,2.0,716.0,1.0,6.0,1977.0,1977.0,133948.04
5.0,0.0,796.0,1.0,5.0,1971.0,1971.0,105997.16666666666
4.0,1.0,1396.0,1.0,6.0,1961.0,1961.0,154532.68
5.0,2.0,1090.0,1.0,6.0,1976.0,2003.0,148925.0
5.0,1.0,816.0,1.0,4.0,1983.0,1983.0,126315.5
5.0,1.0,864.0,1.0,5.0,1984.0,1984.0,125689.16666666666
6.0,2.0,1178.0,2.0,5.0,1954.0,1954.0,162926.0
6.0,1.0,1008.0,1.0,5.0,1956.0,1956.0,127891.83333333331
5.0,3.0,1617.0,1.0,7.0,1957.0,1957.0,151182.5
6.0,2.0,1705.0,1.0,4.0,1957.0,1957.0,179945.0
7.0,2.0,1851.0,2.0,8.0,1969.0,1969.0,243963.85
6.0,2.0,813.0,2.0,6.0,1997.0,1998.0,183886.0
6.0,2.0,781.0,2.0,7.0,1995.0,1995.0,188823.0
6.0,2.0,821.0,2.0,7.0,1996.0,1996.0,197195.0
8.0,2.0,1074.0,2.0,7.0,2005.0,2005.0,231098.9
